timestamp,powerWatts,contexts,instructions,cpu-cycles,cpu-migrations,branches,branch-misses,L1-icache-loads,L1-icache-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,LLC-loads,LLC-load-misses,LLC-stores,DISPATCHED_FPU_OPS,L2_CACHE_MISS,MEMORY_REQUESTS,REQUESTS_TO_L2,RETIRED_MMX_FP_INSTRUCTIONS_X87,RETIRED_MMX_FP_INSTRUCTIONS_MMX,RETIRED_MMX_FP_INSTRUCTIONS_SSE,RETIRED_SSE_OPS,RETIRED_UOPS,Core_0,Core_1,Core_2,Core_3,Core_4,Core_5,Core_6,Core_7,Core_8,Core_9,Core_10,Core_11,Core_12,Core_13,Core_14,Core_15,Core_1CPU,Core_2CPU,numSockets,bytes_read,bytes_written,disk_free,disk_total,part_max_used,read_time,write_time,reads,writes,mem_buffers,mem_cached,mem_free,mem_shared,page_in,page_out,swap_free,swap_in,swap_out,bytes_in,bytes_out,drops_in,drops_out,errs_in,errs_out,pkts_in,pkts_out,cpu_idle,cpu_intr,cpu_nice,cpu_sintr,cpu_system,cpu_user,cpu_wio,interrupts
1422488782,118,661,10436896,209946410,4,1687578,314360,10745093,1117041,40736038,4535229,1247828,1053665,1102534,2088229,277086,3261284,3571221,27014777,1510,1037,144797,4450,111115152,100,0,0,0,0,0,0,0,0,2.8,0,0,0,0.6,0,0,1,1,2,1419183,8180,1160.3,1650.407,74.6,5.76,36,346,2,279484,9077180,22991264,0,693,4,195312496,0,0,2152.77,13284.07,0,0,0,0,19.97,93.86,93.51,0,0,0,0.06,0.06,6.36,1105
1422488784,118,674,5546958,226790672,6,2563789,360872,11542438,1325758,20704071,3972873,1210834,2435628,1549535,2072861,167032,1846935,2720519,22764340,1996,2214,38254,11841,198864045,8,3.6,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,0,2,1353745,40899,1160.3,1650.407,74.6,6.03,100.8,331,5,279484,9078540,22991320,0,661,20,195312496,0,0,2173.74,13619.57,0,0,0,0,18.97,93.86,94.57,0,0,0,0.05,0.02,5.36,1084
1422488786,124,654,7326899,177611561,6,1443557,246235,8458522,1040910,30745469,3686956,654281,2456834,1893808,5483311,100941,2033713,3068972,21195960,4762,1217,227606,5798,79059546,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,1,1431453,8180,1160.3,1650.407,74.6,5.69,52,349,2,279484,9080204,22989544,0,699,4,195312496,0,0,796.8,12381.43,0,0,0,0,8.49,83.87,88.42,0,0,0.05,0.15,0.05,11.33,1247
1422488788,118,878,21203730,290098128,65,8565600,834459,52051725,3059704,115708180,2978760,975225,2458073,1949989,3620479,1606989,3794173,2813879,20316057,1282,1444,364471,3896,164905257,0,0,0,0,0,0,0,0,0,0,0,0,99.1,2,0,0,2,0,1,1427363,8180,1160.3,1650.407,74.6,5.72,104,348,2,279484,9081616,22982536,0,697,4,195312496,0,0,58.91,11826.26,0,0,0,0,1,77.88,95.27,0,0,0,0.17,0.17,4.38,1611
1422488790,123,655,145976934,429910693,159,10637017,1005086,62712669,3148261,150286381,5383911,3359098,13050261,5418420,26293193,1273857,3399048,2378899,17533618,2697,3056,838306,8785,371210203,17.2,2.6,0.6,0,0.6,6.5,0.3,0,0.9,1.9,0.7,0,98.2,1.2,0,0,1,5,2,1394644,16359,1160.3,1650.407,74.6,5.87,25.33,340,3,279484,9082976,22980624,0,681,8,195312496,0,0,635.05,12345.48,0,0,0,0,7.99,83.87,90.56,0,0,0,0.17,0.04,9.23,1236
1422488792,118,630,16449986,173993148,4,1458422,419200,12865877,1251009,57195309,3823113,415131,1019934,744006,2157419,70277,1147570,2049900,8494172,7651,1990,109470,10127,112680670,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1357924,8083,1160.3,1650.407,74.6,5.93,54,332,2,279484,9085360,22980148,0,663,4,195312496,0,0,523.93,12207.2,0,0,0,0,8.88,84.85,90.7,0,0,0,0.13,0.04,9.12,1041
1422488794,118,630,16449986,173993148,4,1458422,419200,12865877,1251009,57195309,3823113,415131,1019934,744006,2157419,70277,1147570,2049900,8494172,7651,1990,109470,10127,112680670,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1357924,8083,1160.3,1650.407,74.6,5.93,54,332,2,279484,9085360,22980148,0,663,4,195312496,0,0,523.93,12207.2,0,0,0,0,8.88,84.85,90.7,0,0,0,0.13,0.04,9.12,1041
1422488796,117,664,18981227,189117221,6,2935599,446113,11890538,757668,21372356,3645218,1311251,4472157,2555344,2969294,70006,1056399,2472545,8160636,2095,3095,157507,4700,68013245,99,0,0,0,0,0,0,0,7.5,0,0,0,5.9,0,0,0,1,1,2,1439806,8275,1160.3,1650.407,74.6,5.72,22,352,2,279484,9086764,22980356,0,703,4,195312496,0,0,1812.12,13323.23,0,0,0,0,12.63,87.88,93.41,0,0,0,0.1,0.06,6.43,1099
1422488798,119,988,77196823,726891749,4,9859147,1375892,19352792,2130754,59958788,3963479,458495,1593060,1241676,2261554,41477,394452,1305924,3397332,333,507,33220,14453,109958489,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1361925,57258,1160.3,1650.407,74.6,5.99,231.5,333,8,279492,9088068,22979644,0,665,28,195312496,0,0,2233.65,13445.83,0,0,0,0,14.98,88.87,87.94,0,0,0,0.1,0.03,11.92,1309
1422488800,116,664,77196823,726891749,4,9859147,1375892,19352792,2130754,59958788,3963479,458495,1593060,1241676,2261554,41477,394452,1305924,3397332,333,507,33220,14453,109958489,61,1,0,0,0,0,0,0,0,0,0,0,35.6,0,0,0,3,0,2,1314373,31767,1160.3,1650.407,74.6,6.04,381.71,321,7,279492,9089636,22977956,0,642,332,195312496,0,0,502.18,11866.21,0,0,0,0,5.82,79.5,90.26,0,0,0,0.03,0.06,9.66,800
1422488802,121,725,21632165,550935264,3,10795372,1005570,51573502,3335078,34703419,4777609,1619419,4097638,3869374,3162033,41666,296423,886429,4496124,321,739,40907,5270,109649873,0,0,0,0,0,0,0,0,0,35,0,0,98.1,28.6,0,0,1,1,1,1395549,687234,1160.3,1650.407,74.6,6.04,1067.6,341,10,279492,9091020,22976776,0,681,0,195312496,0,0,728.77,5811.63,0,0,0,0,12.35,46.32,90.85,0,0,0,0.08,0,9.07,838
1422488804,118,842,7213751,184255896,6,3192711,391406,11266744,787528,19078032,3388353,510339,1562171,2041258,2844951,171330,4751876,3769152,32194534,1889,1656,91899,8894,201854549,0,2,0,0,0.5,0,0,0,0,1,0,0,100,0.9,0,0,3,1,2,1374195,44989,1160.3,1650.407,74.6,5.96,208,335,5,279492,9092368,22975456,0,671,22,195312496,0,0,2055.92,13491.76,0,0,0,0,16.97,91.86,93.3,0,0,0,0.1,0.02,6.58,1387
1422488806,117,662,9120193,195240513,4,2393299,338190,13278560,1635625,26012181,4710027,1116228,3016464,1457933,2037080,104000,1182561,2147042,12828519,862,865,74334,6107,253564044,1,2.9,0,0,0,7.1,0,0,1,1,0,0,100,0,0,0,2,2,2,1415093,8180,1160.3,1650.407,74.6,5.79,66,345,2,279492,9093756,22974528,0,691,4,195312496,0,0,547.18,12213.68,0,0,0,0,6.49,81.88,92.32,0,0,0,0.14,0.03,7.51,1277
1422488808,122,875,18106627,239683307,63,11273051,848855,70323709,2723274,102539064,4342710,1182154,7444034,2601455,5374136,814431,2133506,2285942,20991956,852,1322,632412,4763,331202049,0,0,0,0,0,9.2,0,0,1,0,0,0,100,7.5,0,0,2,1,2,1373509,40878,1160.3,1650.407,74.6,5.96,101.6,335,5,279492,9095092,22967488,0,671,20,195312496,0,0,58.88,11820.36,0,0,0,0,1,77.84,95.09,0,0,0,0.21,0.13,4.58,1534
1422488810,122,666,10311347,215717719,4,3050802,460846,11232354,939200,23392249,4114706,931975,2832262,3562530,4632222,112785,1489314,1764035,14504928,1245,1144,300000,4904,223774891,1,5,0,0,0,1.8,1.5,0,0.9,3.1,0,0,100,4.8,0,0,2,3,2,1434917,12160,1160.3,1650.407,74.6,5.65,80,350,3,279492,9096524,22966276,0,701,6,195312496,0,0,752.1,12275.11,0,0,0,0,7.92,83.13,87.9,0,0,0,0.1,0.1,11.89,1255
1422488812,123,1343,155272242,586316504,164,24367796,2396205,60057270,2433112,93671067,4624934,1329244,4378149,2538904,6214946,351409,1510556,2261751,18774715,894,1431,1037282,7681,360394234,0,3,0,0,0,0,0,0,0,1.6,0,0,100,0,0,0,3,0,2,1598119,8757,1160.3,1650.407,74.6,5.51,12,390,2,279492,9097940,22967664,0,780,4,195312496,0,0,25960.45,44523.79,0,0,0,0,160.34,250.13,94.68,0,0,0,0.24,0.31,4.77,2185
