timestamp,powerWatts,contexts,instructions,cpu-cycles,cpu-migrations,branches,branch-misses,L1-icache-loads,L1-icache-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,LLC-loads,LLC-load-misses,LLC-stores,DISPATCHED_FPU_OPS,L2_CACHE_MISS,MEMORY_REQUESTS,REQUESTS_TO_L2,RETIRED_MMX_FP_INSTRUCTIONS_MMX,RETIRED_MMX_FP_INSTRUCTIONS_SSE,RETIRED_MMX_FP_INSTRUCTIONS_X87,RETIRED_SSE_OPS,RETIRED_UOPS,Core_0,Core_1,Core_2,Core_3,Core_4,Core_5,Core_6,Core_7,Core_8,Core_9,Core_10,Core_11,Core_12,Core_13,Core_14,Core_15,Core_16,Core_17,Core_18,Core_19,Core_20,Core_21,Core_22,Core_23,Core_1CPU,Core_2CPU,numSockets,bytes_read,bytes_written,disk_free,disk_total,part_max_used,read_time,write_time,reads,writes,mem_buffers,mem_cached,mem_free,mem_shared,page_in,page_out,swap_free,swap_in,swap_out,bytes_in,bytes_out,drops_in,drops_out,errs_in,errs_out,pkts_in,pkts_out,cpu_idle,cpu_intr,cpu_nice,cpu_sintr,cpu_system,cpu_user,cpu_wio,interrupts
1422275644,97,500,6106973,122660036,26,3852921,178549,15242392,2658072,60361473,2375915,2652933,1054880,568891,1436444,238921,1326783,447955,76455958,35,81108,258,169,149257217,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,16110,1833.51,1859.505,46.84,0,28,0,4,206688,284188,31954796,0,0,8,1951740,0,0,1005.9,146538.84,0,0,0,0,15.24,145.53,99.79,0,0,0,0.15,0.06,0,1455
1422275646,94,540,8886462,111279614,24,2682821,68692,6972801,696655,30149267,950556,1380055,1719711,655973,638397,322258,1062009,438070,15335721,25,29564,2397,4460,184712778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,61037,1833.51,1859.505,46.84,0,18,0,4,206688,284184,31955292,0,0,30,1951740,0,0,983.5,160130.92,0,0,0,0,14.9,157,99.77,0,0,0,0.12,0.02,0.08,1456
1422275648,94,490,6958015,113053644,25,2556914,121647,7544044,492770,25399575,1158429,1372764,2312900,847776,1812667,401285,1810397,640817,48162337,450,149598,8393,2878,288801258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8155,1833.51,1859.505,46.84,0,18,0,2,206688,284188,31955416,0,0,4,1951740,0,0,1800.4,151682.42,0,0,0,0,19.41,154.31,99.79,0,0,0,0.12,0.08,0,1425
1422275650,95,482,10630440,137023815,25,3108040,89377,12038328,1282430,41072302,1889153,1559400,2139924,704465,584941,347002,1766017,647945,28174646,147,133892,1463,1545,190581475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,93786,1833.51,1859.505,46.84,0,26.5,0,16,206688,284184,31954556,0,0,46,1951740,0,0,1496.76,148851.67,0,0,0,0,14.93,148.83,99.79,0,0,0,0.1,0.06,0.04,1452
1422275652,102,474,11534509,142619550,25,5298133,143821,11963235,897039,27035211,1096315,1524786,2688624,917251,602782,601053,773713,737522,29199184,147,72453,799,1701,193377396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8155,1833.51,1859.505,46.84,0,12,0,2,206688,284188,31953824,0,0,4,1951740,0,0,916.87,148348.44,0,0,0,0,13.94,147.34,99.85,0,0,0,0.1,0.04,0,1438
1422275654,95,488,14316877,155375169,25,5526128,163900,7611963,336596,15705051,1168403,1447191,3202109,639319,887784,19388,1991591,301151,30483282,63,74400,217,2326,104331015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,0,8155,1833.51,1859.505,46.84,0,14,0,2,206688,284188,31954568,0,0,4,1951740,0,0,985.56,148456.94,0,0,0,0,14.93,148.83,99.77,0,0,0,0.17,0.06,0,1526
1422275656,97,552,10833159,131633474,25,2793750,85253,8721911,651960,20675319,954706,1011226,2298545,774694,893469,183292,1374391,607021,25356751,37,105741,157,845,177864730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,2,0,40756,1833.51,1859.505,46.84,0,11,0,4,206688,284192,31954692,0,0,20,1951740,0,0,952.24,149037.81,0,0,0,0,14.43,147.76,99.77,0,0,0,0.12,0.06,0.04,1399
1422275658,96,376,5344621,110331546,26,3176534,109146,9024484,737611,26745933,1626700,1743728,6569339,622923,457888,447539,2690273,213398,53275472,35,214172,96,84,75544387,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,8151,1833.51,1859.505,46.84,0,16,0,2,206688,284192,31955436,0,0,4,1951740,0,0,2059.2,151038.81,0,0,0,0,23.38,156.72,99.83,0,0,0,0.1,0.04,0.02,1019
1422275660,98,416,13733730,125389718,24,5318540,118032,10293329,743490,32299293,921031,1207087,1747914,619463,1363193,174139,1576101,909609,46567689,185,129717,1057,843,339977038,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,2,0,65242,1833.51,1859.505,46.84,0,15.33,0,6,206688,284192,31954800,0,0,32,1951740,0,0,1595.32,148884.52,0,0,0,0,16.43,149.33,99.75,0,0,0,0.15,0.04,0.06,1035
1422275662,105,361,92788347,441498033,359,21692707,1094374,76084211,9871464,308638580,10291410,11220487,21602521,6685225,7185147,434261,1730173,244299,51769032,43,125870,2414,14412,87916715,4,0,5.9,0,4,0,1,0,2,1,3,0,0,0,0,0,0,0,9.9,0,6.1,0,8.1,0,4,3,2,0,8151,1833.51,1859.505,46.84,0,16,0,2,206688,284188,31955172,0,0,4,1951740,0,0,1083.58,149860.7,0,0,0,0,16.42,149.25,99.85,0,0,0,0.12,0.02,0,999
1422275664,99,3486,15088443,124721426,24,3916095,113717,8791506,321090,21056947,806474,1018683,2410324,931176,1999720,10156805,5167059,3645413,262406619,3435,24086533,21056,941,1181823769,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,8155,1833.51,1859.505,46.84,0,16,0,2,206688,284192,31946220,0,0,4,1951740,0,0,11492.29,156628.67,0,0,0,0,48.78,184.67,98.88,0,0,0,0.29,0.83,0,3055
1422275666,93,357,8148627,112488956,25,4773111,155968,11340921,1092474,27551832,633182,527995,858634,423159,1851146,473722,979354,1071610,22492142,21,3803,62,318,365040775,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,40777,1833.51,1859.505,46.84,0,12,0,5,206688,284188,31945964,0,0,20,1951740,0,0,624.19,102318.57,0,0,0,0,9.46,115.98,99.88,0,0,0,0.1,0.02,0,958
